Depth,YearBP,uncertainty,
3082.962,41467,,
3082.985,41468,,
3083.007,41469,,
3083.029,41470,,
3083.051,41471,,
3083.074,41472,,
3083.096,41473,,
3083.118,41474,,
3083.141,41475,,
3083.163,41476,,
3083.185,41477,,
3083.208,41478,,
3083.230,41479,,
3083.252,41480,,
3083.275,41481,,
3083.297,41482,,
3083.319,41483,,
3083.341,41484,,
3083.364,41485,,
3083.386,41486,,
3083.408,41487,,
3083.431,41488,,
3083.453,41489,,
3083.475,41490,,
3083.498,41491,,
3083.520,41492,,
3083.542,41493,,
3083.564,41494,,
3083.587,41495,,
3083.609,41496,,
3083.631,41497,,
3083.654,41498,,
3083.676,41499,,
3083.698,41500,,
3083.721,41501,,
3083.743,41502,,
3083.765,41503,,
3083.787,41504,,
3083.810,41505,,
3083.832,41506,,
3083.854,41507,,
3083.877,41508,,
3083.899,41509,,
3083.921,41510,,
3083.944,41511,,
3083.966,41512,,
3083.988,41513,,
3084.010,41514,,
3084.033,41515,,
3084.055,41516,,
3084.077,41517,,
3084.100,41518,,
3084.122,41519,,
3084.144,41520,,
3084.167,41521,,
3084.189,41522,,
3084.211,41523,,
3084.233,41524,,
3084.256,41525,,
3084.278,41526,,
3084.300,41527,,
3084.323,41528,,
3084.345,41529,,
3084.367,41530,,
3084.389,41531,,
3084.412,41532,,
3084.434,41533,,
3084.456,41534,,
3084.479,41535,,
3084.501,41536,,
3084.523,41537,,
3084.545,41538,,
3084.568,41539,,
3084.590,41540,,
3084.612,41541,,
3084.635,41542,,
3084.657,41543,,
3084.679,41544,,
3084.701,41545,,
3084.724,41546,,
3084.746,41547,,
3084.768,41548,,
3084.791,41549,,
3084.813,41550,,
3084.835,41551,,
3084.857,41552,,
3084.880,41553,,
3084.902,41554,,
3084.924,41555,,
3084.946,41556,,
3084.969,41557,,
3084.991,41558,,
3085.013,41559,,
3085.036,41560,,
3085.058,41561,,
3085.080,41562,,
3085.102,41563,,
3085.125,41564,,
3085.147,41565,,
3085.169,41566,,
3085.191,41567,,
3085.214,41568,,
3085.236,41569,,
3085.258,41570,,
3085.280,41571,,
3085.303,41572,,
3085.325,41573,,
3085.347,41574,,
3085.369,41575,,
3085.392,41576,,
3085.414,41577,,
3085.436,41578,,
3085.458,41579,,
3085.481,41580,,
3085.503,41581,,
3085.525,41582,,
3085.547,41583,,
3085.570,41584,,
3085.592,41585,,
3085.614,41586,,
3085.636,41587,,
3085.659,41588,,
3085.681,41589,,
3085.703,41590,,
3085.725,41591,,
3085.747,41592,,
3085.770,41593,,
3085.792,41594,,
3085.814,41595,,
3085.836,41596,,
3085.859,41597,,
3085.881,41598,,
3085.903,41599,,
3085.925,41600,,
3085.948,41601,,
3085.970,41602,,
3085.992,41603,,
3086.014,41604,,
3086.036,41605,,
3086.059,41606,,
3086.081,41607,,
3086.103,41608,,
3086.125,41609,,
3086.147,41610,,
3086.170,41611,,
3086.192,41612,,
3086.214,41613,,
3086.236,41614,,
3086.258,41615,,
3086.281,41616,,
3086.303,41617,,
3086.325,41618,,
3086.347,41619,,
3086.369,41620,,
3086.392,41621,,
3086.414,41622,,
3086.436,41623,,
3086.458,41624,,
3086.480,41625,,
3086.502,41626,,
3086.525,41627,,
3086.547,41628,,
3086.569,41629,,
3086.591,41630,,
3086.613,41631,,
3086.635,41632,,
3086.658,41633,,
3086.680,41634,,
3086.702,41635,,
3086.724,41636,,
3086.746,41637,,
3086.768,41638,,
3086.791,41639,,
3086.813,41640,,
3086.835,41641,,
3086.857,41642,,
3086.879,41643,,
3086.901,41644,,
3086.924,41645,,
3086.946,41646,,
3086.968,41647,,
3086.990,41648,,
3087.012,41649,,
3087.034,41650,,
3087.056,41651,,
3087.078,41652,,
3087.101,41653,,
3087.123,41654,,
3087.145,41655,,
3087.167,41656,,
3087.189,41657,,
3087.211,41658,,
3087.233,41659,,
3087.255,41660,,
3087.278,41661,,
3087.300,41662,,
3087.322,41663,,
3087.344,41664,,
3087.366,41665,,
3087.388,41666,,
3087.410,41667,,
3087.432,41668,,
3087.454,41669,,
3087.476,41670,,
3087.499,41671,,
3087.521,41672,,
3087.543,41673,,
3087.565,41674,,
3087.587,41675,,
3087.609,41676,,
3087.631,41677,,
3087.653,41678,,
3087.675,41679,,
3087.697,41680,,
3087.719,41681,,
3087.741,41682,,
3087.763,41683,,
3087.785,41684,,
3087.808,41685,,
3087.830,41686,,
3087.852,41687,,
3087.874,41688,,
3087.896,41689,,
3087.918,41690,,
3087.940,41691,,
3087.962,41692,,
3087.984,41693,,
3088.006,41694,,
3088.028,41695,,
3088.050,41696,,
3088.072,41697,,
3088.094,41698,,
3088.116,41699,,
3088.138,41700,,
3088.160,41701,,
3088.182,41702,,
3088.204,41703,,
3088.226,41704,,
3088.248,41705,,
3088.270,41706,,
3088.292,41707,,
3088.314,41708,,
3088.336,41709,,
3088.358,41710,,
3088.380,41711,,
3088.402,41712,,
3088.424,41713,,
3088.446,41714,,
3088.468,41715,,
3088.490,41716,,
3088.512,41717,,
3088.534,41718,,
3088.556,41719,,
3088.578,41720,,
3088.600,41721,,
3088.622,41722,,
3088.644,41723,,
3088.666,41724,,
3088.688,41725,,
3088.710,41726,,
3088.732,41727,,
3088.754,41728,,
3088.775,41729,,
3088.797,41730,,
3088.819,41731,,
3088.841,41732,,
3088.863,41733,,
3088.885,41734,,
3088.907,41735,,
3088.929,41736,,
3088.951,41737,,
3088.973,41738,,
3088.995,41739,,
3089.017,41740,,
3089.039,41741,,
3089.060,41742,,
3089.082,41743,,
3089.104,41744,,
3089.126,41745,,
3089.148,41746,,
3089.170,41747,,
3089.192,41748,,
3089.214,41749,,
3089.236,41750,,
3089.257,41751,,
3089.279,41752,,
3089.301,41753,,
3089.323,41754,,
3089.345,41755,,
3089.367,41756,,
3089.389,41757,,
3089.410,41758,,
3089.432,41759,,
3089.454,41760,,
3089.476,41761,,
3089.498,41762,,
3089.520,41763,,
3089.541,41764,,
3089.563,41765,,
3089.585,41766,,
3089.607,41767,,
3089.629,41768,,
3089.651,41769,,
3089.672,41770,,
3089.694,41771,,
3089.716,41772,,
3089.738,41773,,
3089.760,41774,,
3089.781,41775,,
3089.803,41776,,
3089.825,41777,,
3089.847,41778,,
3089.869,41779,,
3089.890,41780,,
3089.912,41781,,
3089.934,41782,,
3089.956,41783,,
3089.977,41784,,
3089.999,41785,,
3090.021,41786,,
3090.043,41787,,
3090.064,41788,,
3090.086,41789,,
3090.108,41790,,
3090.130,41791,,
3090.151,41792,,
3090.173,41793,,
3090.195,41794,,
3090.217,41795,,
3090.238,41796,,
3090.260,41797,,
3090.282,41798,,
3090.303,41799,,
3090.325,41800,,
3090.347,41801,,
3090.369,41802,,
3090.390,41803,,
3090.412,41804,,
3090.434,41805,,
3090.455,41806,,
3090.477,41807,,
3090.499,41808,,
3090.520,41809,,
3090.542,41810,,
3090.564,41811,,
3090.585,41812,,
3090.607,41813,,
3090.629,41814,,
3090.650,41815,,
3090.672,41816,,
3090.694,41817,,
3090.715,41818,,
3090.737,41819,,
3090.759,41820,,
3090.780,41821,,
3090.802,41822,,
3090.823,41823,,
3090.845,41824,,
3090.867,41825,,
3090.888,41826,,
3090.910,41827,,
3090.931,41828,,
3090.953,41829,,
3090.975,41830,,
3090.996,41831,,
3091.018,41832,,
3091.039,41833,,
3091.061,41834,,
3091.083,41835,,
3091.104,41836,,
3091.126,41837,,
3091.147,41838,,
3091.169,41839,,
3091.190,41840,,
3091.212,41841,,
3091.234,41842,,
3091.255,41843,,
3091.277,41844,,
3091.298,41845,,
3091.320,41846,,
3091.341,41847,,
3091.363,41848,,
3091.384,41849,,
3091.406,41850,,
3091.427,41851,,
3091.449,41852,,
3091.470,41853,,
3091.492,41854,,
3091.513,41855,,
3091.535,41856,,
3091.556,41857,,
3091.578,41858,,
3091.599,41859,,
3091.621,41860,,
3091.642,41861,,
3091.664,41862,,
3091.685,41863,,
3091.707,41864,,
3091.728,41865,,
3091.750,41866,,
3091.771,41867,,
3091.793,41868,,
3091.814,41869,,
3091.835,41870,,
3091.857,41871,,
3091.878,41872,,
3091.900,41873,,
3091.921,41874,,
3091.943,41875,,
3091.964,41876,,
3091.985,41877,,
3092.007,41878,,
3092.028,41879,,
3092.050,41880,,
3092.071,41881,,
3092.092,41882,,
3092.114,41883,,
3092.135,41884,,
3092.157,41885,,
3092.178,41886,,
3092.199,41887,,
3092.221,41888,,
3092.242,41889,,
3092.263,41890,,
3092.285,41891,,
3092.306,41892,,
3092.327,41893,,
3092.349,41894,,
3092.370,41895,,
3092.391,41896,,
3092.413,41897,,
3092.434,41898,,
3092.455,41899,,
3092.477,41900,,
3092.498,41901,,
3092.519,41902,,
3092.541,41903,,
3092.562,41904,,
3092.583,41905,,
3092.604,41906,,
3092.626,41907,,
3092.647,41908,,
3092.668,41909,,
3092.690,41910,,
3092.711,41911,,
3092.732,41912,,
3092.753,41913,,
3092.775,41914,,
3092.796,41915,,
3092.817,41916,,
3092.838,41917,,
3092.860,41918,,
3092.881,41919,,
3092.902,41920,,
3092.923,41921,,
3092.945,41922,,
3092.966,41923,,
3092.987,41924,,
3093.008,41925,,
3093.029,41926,,
3093.051,41927,,
3093.072,41928,,
3093.093,41929,,
3093.114,41930,,
3093.135,41931,,
3093.157,41932,,
3093.178,41933,,
3093.199,41934,,
3093.220,41935,,
3093.241,41936,,
3093.262,41937,,
3093.284,41938,,
3093.305,41939,,
3093.326,41940,,
3093.347,41941,,
3093.368,41942,,
3093.389,41943,,
3093.410,41944,,
3093.431,41945,,
3093.453,41946,,
3093.474,41947,,
3093.495,41948,,
3093.516,41949,,
3093.537,41950,,
3093.558,41951,,
3093.579,41952,,
3093.600,41953,,
3093.621,41954,,
3093.642,41955,,
3093.664,41956,,
3093.685,41957,,
3093.706,41958,,
3093.727,41959,,
3093.748,41960,,
3093.769,41961,,
3093.790,41962,,
3093.811,41963,,
3093.832,41964,,
3093.853,41965,,
3093.874,41966,,
3093.895,41967,,
3093.916,41968,,
3093.937,41969,,
3093.958,41970,,
3093.979,41971,,
3094.000,41972,,
3094.021,41973,,
3094.042,41974,,
3094.063,41975,,
3094.084,41976,,
3094.105,41977,,
3094.126,41978,,
3094.147,41979,,
3094.168,41980,,
3094.189,41981,,
3094.210,41982,,
3094.231,41983,,
3094.252,41984,,
3094.273,41985,,
3094.294,41986,,
3094.315,41987,,
3094.336,41988,,
3094.357,41989,,
3094.377,41990,,
3094.398,41991,,
3094.419,41992,,
3094.440,41993,,
3094.461,41994,,
3094.482,41995,,
3094.503,41996,,
3094.524,41997,,
3094.545,41998,,
3094.566,41999,,
3094.586,42000,,
3094.607,42001,,
3094.628,42002,,
3094.649,42003,,
3094.670,42004,,
3094.691,42005,,
3094.712,42006,,
3094.732,42007,,
3094.753,42008,,
3094.774,42009,,
3094.795,42010,,
3094.816,42011,,
3094.837,42012,,
3094.857,42013,,
3094.878,42014,,
3094.899,42015,,
3094.920,42016,,
3094.941,42017,,
3094.962,42018,,
3094.982,42019,,
3095.003,42020,,
3095.024,42021,,
3095.045,42022,,
3095.065,42023,,
3095.086,42024,,
3095.107,42025,,
3095.128,42026,,
3095.149,42027,,
3095.169,42028,,
3095.190,42029,,
3095.211,42030,,
3095.232,42031,,
3095.252,42032,,
3095.273,42033,,
3095.294,42034,,
3095.314,42035,,
3095.335,42036,,
3095.356,42037,,
3095.377,42038,,
3095.397,42039,,
3095.418,42040,,
3095.439,42041,,
3095.459,42042,,
3095.480,42043,,
3095.501,42044,,
3095.521,42045,,
3095.542,42046,,
3095.563,42047,,
3095.583,42048,,
3095.604,42049,,
3095.625,42050,,
3095.645,42051,,
3095.666,42052,,
3095.687,42053,,
3095.707,42054,,
3095.728,42055,,
3095.749,42056,,
3095.769,42057,,
3095.790,42058,,
3095.810,42059,,
3095.831,42060,,
3095.852,42061,,
3095.872,42062,,
3095.893,42063,,
3095.913,42064,,
3095.934,42065,,
3095.955,42066,,
3095.975,42067,,
3095.996,42068,,
3096.016,42069,,
3096.037,42070,,
3096.058,42071,,
3096.078,42072,,
3096.099,42073,,
3096.119,42074,,
3096.140,42075,,
3096.160,42076,,
3096.181,42077,,
3096.201,42078,,
3096.222,42079,,
3096.242,42080,,
3096.263,42081,,
3096.283,42082,,
3096.304,42083,,
3096.324,42084,,
3096.345,42085,,
3096.365,42086,,
3096.386,42087,,
3096.406,42088,,
3096.427,42089,,
3096.447,42090,,
3096.468,42091,,
3096.488,42092,,
3096.509,42093,,
3096.529,42094,,
3096.550,42095,,
3096.570,42096,,
3096.591,42097,,
3096.611,42098,,
3096.631,42099,,
3096.652,42100,,
3096.672,42101,,
3096.693,42102,,
3096.713,42103,,
3096.734,42104,,
3096.754,42105,,
3096.774,42106,,
3096.795,42107,,
3096.815,42108,,
3096.836,42109,,
3096.856,42110,,
3096.876,42111,,
3096.897,42112,,
3096.917,42113,,
3096.938,42114,,
3096.958,42115,,
3096.978,42116,,
3096.999,42117,,
3097.019,42118,,
3097.039,42119,,
3097.060,42120,,
3097.080,42121,,
3097.100,42122,,
3097.121,42123,,
3097.141,42124,,
3097.161,42125,,
3097.182,42126,,
3097.202,42127,,
3097.222,42128,,
3097.243,42129,,
3097.263,42130,,
3097.283,42131,,
3097.304,42132,,
3097.324,42133,,
3097.344,42134,,
3097.364,42135,,
3097.385,42136,,
3097.405,42137,,
3097.425,42138,,
3097.446,42139,,
3097.466,42140,,
3097.486,42141,,
3097.506,42142,,
3097.527,42143,,
3097.547,42144,,
3097.567,42145,,
3097.587,42146,,
3097.608,42147,,
3097.628,42148,,
3097.648,42149,,
3097.668,42150,,
3097.688,42151,,
3097.709,42152,,
3097.729,42153,,
3097.749,42154,,
3097.769,42155,,
3097.789,42156,,
3097.810,42157,,
3097.830,42158,,
3097.850,42159,,
3097.870,42160,,
3097.890,42161,,
3097.911,42162,,
3097.931,42163,,
3097.951,42164,,
3097.971,42165,,
3097.991,42166,,
3098.011,42167,,
3098.031,42168,,
3098.052,42169,,
3098.072,42170,,
3098.092,42171,,
3098.112,42172,,
3098.132,42173,,
3098.152,42174,,
3098.172,42175,,
3098.192,42176,,
3098.213,42177,,
3098.233,42178,,
3098.253,42179,,
3098.273,42180,,
3098.293,42181,,
3098.313,42182,,
3098.333,42183,,
3098.353,42184,,
3098.373,42185,,
3098.393,42186,,
3098.413,42187,,
3098.433,42188,,
3098.454,42189,,
3098.474,42190,,
3098.494,42191,,
3098.514,42192,,
3098.534,42193,,
3098.554,42194,,
3098.574,42195,,
3098.594,42196,,
3098.614,42197,,
3098.634,42198,,
3098.654,42199,,
3098.674,42200,,
3098.694,42201,,
3098.714,42202,,
3098.734,42203,,
3098.754,42204,,
3098.774,42205,,
3098.794,42206,,
3098.814,42207,,
3098.834,42208,,
3098.854,42209,,
3098.874,42210,,
3098.894,42211,,
3098.914,42212,,
3098.934,42213,,
3098.954,42214,,
3098.974,42215,,
3098.994,42216,,
3099.014,42217,,
3099.033,42218,,
3099.053,42219,,
3099.073,42220,,
3099.093,42221,,
3099.113,42222,,
3099.133,42223,,
3099.153,42224,,
3099.173,42225,,
3099.193,42226,,
3099.213,42227,,
3099.233,42228,,
3099.253,42229,,
3099.272,42230,,
3099.292,42231,,
3099.312,42232,,
3099.332,42233,,
3099.352,42234,,
3099.372,42235,,
3099.392,42236,,
3099.412,42237,,
3099.432,42238,,
3099.451,42239,,
3099.471,42240,,
3099.491,42241,,
3099.511,42242,,
3099.531,42243,,
3099.551,42244,,
3099.570,42245,,
3099.590,42246,,
3099.610,42247,,
3099.630,42248,,
3099.650,42249,,
3099.670,42250,,
3099.689,42251,,
3099.709,42252,,
3099.729,42253,,
3099.749,42254,,
3099.769,42255,,
3099.788,42256,,
3099.808,42257,,
3099.828,42258,,
3099.848,42259,,
3099.868,42260,,
3099.887,42261,,
3099.907,42262,,
3099.927,42263,,
3099.947,42264,,
3099.966,42265,,
3099.986,42266,,
3100.006,42267,,
3100.026,42268,,
3100.045,42269,,
3100.065,42270,,
3100.085,42271,,
3100.105,42272,,
3100.124,42273,,
3100.144,42274,,
3100.164,42275,,
3100.184,42276,,
3100.203,42277,,
3100.223,42278,,
3100.243,42279,,
3100.263,42280,,
3100.282,42281,,
3100.302,42282,,
3100.322,42283,,
3100.341,42284,,
3100.361,42285,,
3100.381,42286,,
3100.400,42287,,
3100.420,42288,,
3100.440,42289,,
3100.459,42290,,
3100.479,42291,,
3100.499,42292,,
3100.518,42293,,
3100.538,42294,,
3100.558,42295,,
3100.577,42296,,
3100.597,42297,,
3100.617,42298,,
3100.636,42299,,
3100.656,42300,,
3100.676,42301,,
3100.695,42302,,
3100.715,42303,,
3100.735,42304,,
3100.754,42305,,
3100.774,42306,,
3100.793,42307,,
3100.813,42308,,
3100.833,42309,,
3100.852,42310,,
3100.872,42311,,
3100.891,42312,,
3100.911,42313,,
3100.931,42314,,
3100.950,42315,,
3100.970,42316,,
3100.989,42317,,
3101.009,42318,,
3101.029,42319,,
3101.048,42320,,
3101.068,42321,,
3101.087,42322,,
3101.107,42323,,
3101.126,42324,,
3101.146,42325,,
3101.165,42326,,
3101.185,42327,,
3101.205,42328,,
3101.224,42329,,
3101.244,42330,,
3101.263,42331,,
3101.283,42332,,
3101.302,42333,,
3101.322,42334,,
3101.341,42335,,
3101.361,42336,,
3101.380,42337,,
3101.400,42338,,
3101.419,42339,,
3101.439,42340,,
3101.458,42341,,
3101.478,42342,,
3101.497,42343,,
3101.517,42344,,
3101.536,42345,,
3101.556,42346,,
3101.575,42347,,
3101.595,42348,,
3101.614,42349,,
3101.634,42350,,
3101.653,42351,,
3101.673,42352,,
3101.692,42353,,
3101.712,42354,,
3101.731,42355,,
3101.751,42356,,
3101.770,42357,,
3101.790,42358,,
3101.809,42359,,
3101.828,42360,,
3101.848,42361,,
3101.867,42362,,
3101.887,42363,,
3101.906,42364,,
3101.926,42365,,
3101.945,42366,,
3101.965,42367,,
3101.984,42368,,
3102.003,42369,,
3102.023,42370,,
3102.042,42371,,
3102.062,42372,,
3102.081,42373,,
3102.100,42374,,
3102.120,42375,,
3102.139,42376,,
3102.159,42377,,
3102.178,42378,,
3102.197,42379,,
3102.217,42380,,
3102.236,42381,,
3102.256,42382,,
3102.275,42383,,
3102.294,42384,,
3102.314,42385,,
3102.333,42386,,
3102.353,42387,,
3102.372,42388,,
3102.391,42389,,
3102.411,42390,,
3102.430,42391,,
3102.449,42392,,
3102.469,42393,,
3102.488,42394,,
3102.507,42395,,
3102.527,42396,,
3102.546,42397,,
3102.565,42398,,
3102.585,42399,,
3102.604,42400,,
3102.623,42401,,
3102.643,42402,,
3102.662,42403,,
3102.681,42404,,
3102.701,42405,,
3102.720,42406,,
3102.739,42407,,
3102.759,42408,,
3102.778,42409,,
3102.797,42410,,
3102.817,42411,,
3102.836,42412,,
3102.855,42413,,
3102.875,42414,,
3102.894,42415,,
3102.913,42416,,
3102.932,42417,,
3102.952,42418,,
3102.971,42419,,
3102.990,42420,,
3103.010,42421,,
3103.029,42422,,
3103.048,42423,,
3103.067,42424,,
3103.087,42425,,
3103.106,42426,,
3103.125,42427,,
3103.145,42428,,
3103.164,42429,,
3103.183,42430,,
3103.202,42431,,
3103.222,42432,,
3103.241,42433,,
3103.260,42434,,
3103.279,42435,,
3103.299,42436,,
3103.318,42437,,
3103.337,42438,,
3103.356,42439,,
3103.376,42440,,
3103.395,42441,,
3103.414,42442,,
3103.433,42443,,
3103.452,42444,,
3103.472,42445,,
3103.491,42446,,
3103.510,42447,,
3103.529,42448,,
3103.549,42449,,
3103.568,42450,,
3103.587,42451,,
3103.606,42452,,
3103.625,42453,,
3103.645,42454,,
3103.664,42455,,
3103.683,42456,,
3103.702,42457,,
3103.721,42458,,
3103.741,42459,,
3103.760,42460,,
3103.779,42461,,
3103.798,42462,,
3103.817,42463,,
3103.837,42464,,
3103.856,42465,,
3103.875,42466,,
3103.894,42467,,
3103.913,42468,,
3103.933,42469,,
3103.952,42470,,
3103.971,42471,,
3103.990,42472,,
3104.009,42473,,
3104.028,42474,,
3104.048,42475,,
3104.067,42476,,
3104.086,42477,,
3104.105,42478,,
3104.124,42479,,
3104.143,42480,,
3104.162,42481,,
3104.182,42482,,
3104.201,42483,,
3104.220,42484,,
3104.239,42485,,
3104.258,42486,,
3104.277,42487,,
3104.296,42488,,
3104.316,42489,,
3104.335,42490,,
3104.354,42491,,
3104.373,42492,,
3104.392,42493,,
3104.411,42494,,
3104.430,42495,,
3104.450,42496,,
3104.469,42497,,
3104.488,42498,,
3104.507,42499,,
3104.526,42500,,
3104.545,42501,,
3104.564,42502,,
3104.583,42503,,
3104.602,42504,,
3104.622,42505,,
3104.641,42506,,
3104.660,42507,,
3104.679,42508,,
3104.698,42509,,
3104.717,42510,,
3104.736,42511,,
3104.755,42512,,
3104.774,42513,,
3104.793,42514,,
3104.813,42515,,
3104.832,42516,,
3104.851,42517,,
3104.870,42518,,
3104.889,42519,,
3104.908,42520,,
3104.927,42521,,
3104.946,42522,,
3104.965,42523,,
3104.984,42524,,
3105.003,42525,,
3105.022,42526,,
3105.041,42527,,
3105.061,42528,,
3105.080,42529,,
3105.099,42530,,
3105.118,42531,,
3105.137,42532,,
3105.156,42533,,
3105.175,42534,,
3105.194,42535,,
3105.213,42536,,
3105.232,42537,,
3105.251,42538,,
3105.270,42539,,
3105.289,42540,,
3105.308,42541,,
3105.327,42542,,
3105.346,42543,,
3105.365,42544,,
3105.384,42545,,
3105.404,42546,,
3105.423,42547,,
3105.442,42548,,
3105.461,42549,,
3105.480,42550,,
3105.499,42551,,
3105.518,42552,,
3105.537,42553,,
3105.556,42554,,
3105.575,42555,,
3105.594,42556,,
3105.613,42557,,
3105.632,42558,,
3105.651,42559,,
3105.670,42560,,
3105.689,42561,,
3105.708,42562,,
3105.727,42563,,
3105.746,42564,,
3105.765,42565,,
3105.784,42566,,
3105.803,42567,,
3105.822,42568,,
3105.841,42569,,
3105.860,42570,,
3105.879,42571,,
3105.898,42572,,
3105.917,42573,,
3105.936,42574,,
3105.955,42575,,
3105.974,42576,,
3105.993,42577,,
3106.012,42578,,
3106.031,42579,,
3106.050,42580,,
3106.069,42581,,
3106.088,42582,,
3106.107,42583,,
3106.126,42584,,
3106.145,42585,,
3106.164,42586,,
3106.183,42587,,
3106.202,42588,,
3106.221,42589,,
3106.240,42590,,
3106.259,42591,,
3106.278,42592,,
3106.297,42593,,
3106.316,42594,,
3106.335,42595,,
3106.354,42596,,
3106.373,42597,,
3106.392,42598,,
3106.411,42599,,
3106.430,42600,,
3106.449,42601,,
3106.468,42602,,
3106.487,42603,,
3106.506,42604,,
3106.524,42605,,
3106.543,42606,,
3106.562,42607,,
3106.581,42608,,
3106.600,42609,,
3106.619,42610,,
3106.638,42611,,
3106.657,42612,,
3106.676,42613,,
3106.695,42614,,
3106.714,42615,,
3106.733,42616,,
3106.752,42617,,
3106.771,42618,,
3106.790,42619,,
3106.809,42620,,
3106.828,42621,,
3106.847,42622,,
3106.866,42623,,
3106.885,42624,,
3106.904,42625,,
3106.922,42626,,
3106.941,42627,,
3106.960,42628,,
3106.979,42629,,
3106.998,42630,,
3107.017,42631,,
3107.036,42632,,
3107.055,42633,,
3107.074,42634,,
3107.093,42635,,
3107.112,42636,,
3107.131,42637,,
3107.150,42638,,
3107.169,42639,,
3107.188,42640,,
3107.206,42641,,
3107.225,42642,,
3107.244,42643,,
3107.263,42644,,
3107.282,42645,,
3107.301,42646,,
3107.320,42647,,
3107.339,42648,,
3107.358,42649,,
3107.377,42650,,
3107.396,42651,,
3107.415,42652,,
3107.434,42653,,
3107.452,42654,,
3107.471,42655,,
3107.490,42656,,
3107.509,42657,,
3107.528,42658,,
3107.547,42659,,
3107.566,42660,,
3107.585,42661,,
3107.604,42662,,
3107.623,42663,,
3107.642,42664,,
3107.660,42665,,
3107.679,42666,,
3107.698,42667,,
3107.717,42668,,
3107.736,42669,,
3107.755,42670,,
3107.774,42671,,
3107.793,42672,,
3107.812,42673,,
3107.831,42674,,
3107.849,42675,,
3107.868,42676,,
3107.887,42677,,
3107.906,42678,,
3107.925,42679,,
3107.944,42680,,
3107.963,42681,,
3107.982,42682,,
3108.001,42683,,
3108.020,42684,,
3108.038,42685,,
3108.057,42686,,
3108.076,42687,,
3108.095,42688,,
3108.114,42689,,
3108.133,42690,,
3108.152,42691,,
3108.171,42692,,
3108.190,42693,,
3108.208,42694,,
3108.227,42695,,
3108.246,42696,,
3108.265,42697,,
3108.284,42698,,
3108.303,42699,,
3108.322,42700,,
3108.341,42701,,
3108.359,42702,,
3108.378,42703,,
3108.397,42704,,
3108.416,42705,,
3108.435,42706,,
3108.454,42707,,
3108.473,42708,,
3108.492,42709,,
3108.510,42710,,
3108.529,42711,,
3108.548,42712,,
3108.567,42713,,
3108.586,42714,,
3108.605,42715,,
3108.624,42716,,
3108.643,42717,,
3108.661,42718,,
3108.680,42719,,
3108.699,42720,,
3108.718,42721,,
3108.737,42722,,
3108.756,42723,,
3108.775,42724,,
3108.794,42725,,
3108.812,42726,,
3108.831,42727,,
3108.850,42728,,
3108.869,42729,,
3108.888,42730,,
3108.907,42731,,
3108.926,42732,,
3108.944,42733,,
3108.963,42734,,
3108.982,42735,,
3109.001,42736,,
3109.020,42737,,
3109.039,42738,,
3109.058,42739,,
3109.077,42740,,
3109.095,42741,,
3109.114,42742,,
3109.133,42743,,
3109.152,42744,,
3109.171,42745,,
3109.190,42746,,
3109.209,42747,,
3109.227,42748,,
3109.246,42749,,
3109.265,42750,,
3109.284,42751,,
3109.303,42752,,
3109.322,42753,,
3109.341,42754,,
3109.359,42755,,
3109.378,42756,,
3109.397,42757,,
3109.416,42758,,
3109.435,42759,,
3109.454,42760,,
3109.473,42761,,
3109.491,42762,,
3109.510,42763,,
3109.529,42764,,
3109.548,42765,,
3109.567,42766,,
3109.586,42767,,
3109.605,42768,,
3109.623,42769,,
3109.642,42770,,
3109.661,42771,,
3109.680,42772,,
3109.699,42773,,
3109.718,42774,,
3109.736,42775,,
3109.755,42776,,
3109.774,42777,,
3109.793,42778,,
3109.812,42779,,
3109.831,42780,,
3109.850,42781,,
3109.868,42782,,
3109.887,42783,,
3109.906,42784,,
3109.925,42785,,
3109.944,42786,,
3109.963,42787,,
3109.981,42788,,
3110.000,42789,,
3110.019,42790,,
3110.038,42791,,
3110.057,42792,,
3110.076,42793,,
3110.095,42794,,
3110.113,42795,,
3110.132,42796,,
3110.151,42797,,
3110.170,42798,,
3110.189,42799,,
3110.208,42800,,
3110.226,42801,,
3110.245,42802,,
3110.264,42803,,
3110.283,42804,,
3110.302,42805,,
3110.321,42806,,
3110.340,42807,,
3110.358,42808,,
3110.377,42809,,
3110.396,42810,,
3110.415,42811,,
3110.434,42812,,
3110.453,42813,,
3110.471,42814,,
3110.490,42815,,
3110.509,42816,,
3110.528,42817,,
3110.547,42818,,
3110.566,42819,,
3110.584,42820,,
3110.603,42821,,
3110.622,42822,,
3110.641,42823,,
3110.660,42824,,
3110.679,42825,,
3110.698,42826,,
3110.716,42827,,
3110.735,42828,,
3110.754,42829,,
3110.773,42830,,
3110.792,42831,,
3110.811,42832,,
3110.829,42833,,
3110.848,42834,,
3110.867,42835,,
3110.886,42836,,
3110.905,42837,,
3110.924,42838,,
3110.942,42839,,
3110.961,42840,,
3110.980,42841,,
3110.999,42842,,
3111.018,42843,,
3111.037,42844,,
3111.055,42845,,
3111.074,42846,,
3111.093,42847,,
3111.112,42848,,
3111.131,42849,,
3111.150,42850,,
3111.169,42851,,
3111.187,42852,,
3111.206,42853,,
3111.225,42854,,
3111.244,42855,,
3111.263,42856,,
3111.282,42857,,
3111.300,42858,,
3111.319,42859,,
3111.338,42860,,
3111.357,42861,,
3111.376,42862,,
3111.395,42863,,
3111.413,42864,,
